district,apartment_type,property_type,floor_area,price,price_m2,build_year,floor,elevator,condition,plot,energy_class,date_scrape,municipaliy,number_of_room,number_of_room_cat,property_type_main,postcode
Martinlaakso,"2h, k, kph, s",apartment,"62,50",266000.0,4256.0,2012.0,3/15,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, k, kph ja l...",apartment,"53,00",116000.0,2189.0,1972.0,1/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,2h+k+sauna+vh+e...,row house,"52,50",158500.0,3019.0,1974.0,1/1,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a,2.0,2.0,house,01620
Martinlaakso,"2h, kph, lasite...",apartment,"61,00",94000.0,1541.0,1971.0,4/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, kt",apartment,"52,00",245510.0,4721.0,2020.0,4/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, kt",apartment,"39,50",221740.0,5614.0,2020.0,6/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, kt",apartment,"39,50",229290.0,5805.0,2020.0,7/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, kk",apartment,"52,50",111000.0,2114.0,1974.0,1/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,2h+k+kh+vh+lasi...,apartment,"61,00",119000.0,1951.0,1971.0,6/6,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, k, kph, las...",apartment,"57,00",165000.0,2895.0,1970.0,2/5,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, k, lasitett...",apartment,"61,00",136500.0,2238.0,1974.0,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, kt, kph, la...",apartment,"39,00",194000.0,4974.0,2018.0,2/9,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=11&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,2h+k,apartment,"55,00",109000.0,1982.0,1970.0,3/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=11&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, k, kph, las...",apartment,"55,50",107000.0,1928.0,1972.0,4/6,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=12&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"2h, kt, kph, la...",apartment,"35,00",178000.0,5086.0,2018.0,1/8,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=12&search=1&sf=0&so=a,2.0,2.0,apartment,01620
Martinlaakso,"3 h, keitti...",apartment,"72,50",135000.0,1862.0,1969.0,5/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=13&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h + k ,apartment,"76,50",130000.0,1699.0,1972.0,2/5,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=13&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+kt+s,apartment,"57,00",265236.0,4653.0,2022.0,3/6,on,hyvä,oma							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=13&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, kph, eri...",apartment,"74,50",169000.0,2268.0,1972.0,2/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=13&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, kt, työ...",apartment,"111,00",363510.0,3275.0,2020.0,-1/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=14&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k,apartment,"82,50",147000.0,1782.0,1973.0,2/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=14&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3 h, k, kph, 2 ...",apartment,"72,50",138500.0,1910.0,1969.0,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=14&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, kt, kph, vh...",apartment,"64,50",265900.0,4122.0,2019.0,8/8,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=14&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k+kh+lasitet...,apartment,"73,00",142000.0,1945.0,1970.0,7/7,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=14&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k,apartment,"73,00",165000.0,2260.0,1969.0,4/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=15&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, kph, 2xv...",apartment,"72,50",137000.0,1890.0,1969.0,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=15&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, kph, wc,...",apartment,"74,50",145000.0,1946.0,1972.0,2/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=15&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k+lasitettu ...,apartment,"75,00",155000.0,2067.0,1984.0,6/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=15&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, kph, p",apartment,"73,00",192000.0,2630.0,1972.0,2/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=15&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k,apartment,"74,00",138000.0,1865.0,1971.0,7/7,on, ,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=15&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h + k + parveke,apartment,"77,00",140000.0,1818.0,1971.0,6/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=16&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h + k + parveke,apartment,"73,00",182000.0,2493.0,1972.0,6/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=16&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, kt",apartment,"63,00",316250.0,5020.0,2020.0,6/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=16&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, las.p",apartment,"75,50",105000.0,1391.0,1974.0,4/6,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k,apartment,"76,50",127000.0,1660.0,1972.0,1/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h,k,kph,2vh, l...",apartment,"73,00",110000.0,1507.0,1969.0,2/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=17&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k,apartment,"74,50",163000.0,2188.0,1971.0,1/5,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=18&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, takkah, ...",row house,"139,00",355000.0,2554.0,1999.0,1/2,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=18&search=1&sf=0&so=a,3.0,3+,house,01620
Martinlaakso,3 h + k,apartment,"76,50",162000.0,2118.0,1972.0,2/4,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=19&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, kph, vh,...",apartment,"76,00",131500.0,1730.0,1981.0,2/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=19&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, kph ja l...",apartment,"73,50",132000.0,1796.0,1972.0,1/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=19&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, k, kph, eri...",apartment,"74,50",150000.0,2013.0,1971.0,2/4,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=19&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h, kt",apartment,"62,50",285490.0,4568.0,2020.0,4/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=20&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k+s,apartment,"76,00",340000.0,4474.0,2012.0,9/14,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=20&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,3h+k+kph+vaateh...,apartment,"74,50",120000.0,1611.0,1975.0,1/3,ei,huono,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=20&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"3h,k,kph,vh,las...",apartment,"74,50",130000.0,1745.0,1975.0,6/7,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=20&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"4h, k, kph, wc, vh",apartment,"95,50",189000.0,1979.0,1981.0,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,"4h, k",apartment,"89,50",142000.0,1587.0,1975.0,4/4,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,"4h, k, kph, s, ...",apartment,"86,00",215000.0,2500.0,1971.0,6/6,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,4h+k,apartment,"86,00",172000.0,2000.0,1969.0,3/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,"4h, k/rt, tkh, ...",row house,"98,00",370000.0,3776.0,1999.0,2/2,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a,4.0,3+,house,01620
Martinlaakso,4h+k+kph+erilli...,apartment,"89,50",140000.0,1564.0,1973.0,3/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,"4h, k, kph, s, ...",apartment,"88,00",136000.0,1545.0,1972.0,1/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,4h+k+vh+aula+sauna,row house,"93,00",255000.0,2742.0,1973.0,2/2,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a,4.0,3+,house,01620
Martinlaakso,"3-4h, kt, s",apartment,"81,00",389510.0,4809.0,2020.0,7/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a,3.0,3+,apartment,01620
Martinlaakso,"4h,k,tkh,s,kph,...",row house,"119,00",332000.0,2790.0,1976.0,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a,4.0,3+,house,01620
Martinlaakso,4h+k,apartment,"89,50",155000.0,1732.0,1971.0,7/7,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=29&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,"4 h, k, sauna,k...",apartment,"97,00",360000.0,3711.0,2011.0,3/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=29&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,"4h, k, kph, eri...",apartment,"90,00",152000.0,1689.0,1972.0,2/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=29&search=1&sf=0&so=a,4.0,3+,apartment,01620
Martinlaakso,"7h, k, 2x wc, s...",row house,"138,00",259000.0,1877.0,1970.0,2/2,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=29&search=1&sf=0&so=a,7.0,3+,house,01620
Myyrmäki,"1h, kk ja lasit...",apartment,"28,50",145000.0,5088.0,1970.0,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk, parveke",apartment,"28,50",112000.0,3930.0,1970.0,1/7,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kt, kh, iso...",apartment,"20,50",156000.0,7610.0,2017.0,2/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,1h+kk+lasitettu...,apartment,"30,00",115000.0,3833.0,1973.0,2/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk",apartment,"28,50",115000.0,4035.0,1972.0,1/5,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk ja lasit...",apartment,"28,50",145000.0,5088.0,1970.0,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk, parveke",apartment,"28,50",112000.0,3930.0,1970.0,1/7,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kt, kh, iso...",apartment,"20,50",156000.0,7610.0,2017.0,2/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,1h+kk+lasitettu...,apartment,"30,00",115000.0,3833.0,1973.0,2/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk",apartment,"28,50",115000.0,4035.0,1972.0,1/5,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=1&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,1h+kt,apartment,"23,00",162000.0,7043.0,2020.0,4/6,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,1h+kk,apartment,"27,00",105600.0,3911.0,1976.0,1/5,on,huono,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk",apartment,"28,50",115000.0,4035.0,1969.0,2/3,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk, kph",apartment,"28,00",100000.0,3571.0,1973.0,3/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h,kk,kh,lasit....",apartment,"32,50",117000.0,3600.0,1976.0,11/12,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h,kt,kph,p",apartment,"25,00",150000.0,6000.0,2017.0,3/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=2&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk ja lasit...",apartment,"31,00",107052.0,3453.0,1975.0,5/5,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=3&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"1h, kk, s, vh, ...",apartment,"35,50",140000.0,3944.0,1989.0,3/7,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=3&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,1h+kk,apartment,"29,00",128000.0,4414.0,1970.0,2/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=3&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,1h+alk+kk+kph+parv,apartment,"31,00",115000.0,3710.0,1975.0,2/9,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=3&search=1&sf=0&so=a,1.0,1.0,apartment,01600
Myyrmäki,"2h, k, kph, eri...",apartment,"55,50",128000.0,2306.0,1976.0,3/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=5&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, avok., kph,...",apartment,"56,00",229000.0,4089.0,2014.0,4/5,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=5&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h,k,kph,vh,parv.",apartment,"60,50",125000.0,2066.0,1975.0,6/6,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=5&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, k",apartment,"50,00",180000.0,3600.0,2003.0,5/8,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=5&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, k, kph, eri...",apartment,"59,00",185000.0,3136.0,1971.0,3/6,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=5&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, k, kph, s, ...",apartment,"61,00",187000.0,3066.0,1994.0,6/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=5&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, k, kh",apartment,"50,00",123000.0,2460.0,1975.0,4/9,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=5&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,2h + k,apartment,"57,00",116000.0,2035.0,1971.0,3/7,on,huono,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=6&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h,k,parveke",apartment,"45,50",155000.0,3407.0,1971.0,2/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=6&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, k, kph, vh,...",apartment,"60,50",114000.0,1884.0,1975.0,4/6,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=6&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2 h, kt, kph, l...",apartment,"46,00",218000.0,4739.0,2008.0,3/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=6&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, kk, kph, vh...",apartment,"47,00",116000.0,2468.0,1970.0,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=6&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, kk",apartment,"55,50",139000.0,2505.0,1976.0,4/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=7&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,2h+k+kph,apartment,"54,00",118173.0,2188.0,1972.0,1/8,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=7&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h,k,kph,vh,parv.",apartment,"60,50",106677.0,1763.0,1975.0,1/6,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=7&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,2h+kt+ lasitett...,apartment,"32,50",188199.0,5791.0,2020.0,2/8,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=7&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,"2h, k, kp, vh, ...",apartment,"55,00",167000.0,3036.0,1971.0,1/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=7&search=1&sf=0&so=a,2.0,2.0,apartment,01600
Myyrmäki,2h+kk,apartment,"47,00",100000.0,2128.0,1972.0,1/8,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=7&search=1&sf=0&so=a,2.0,2.0,apartment,01600
